Reference,Title,Department,Salary Band,Segment,Start Date,End Date,Deadline,MSP Owner,Link,Received Date
SRQ158186,data engineer service,"[2023] - 13, Assets",Elia - Expert,Professional Services,01/02/2026,31/12/2026,31/12/2025 14:01,"Sagon, VS (Valérie)",https://tapfin-be.my.site.com/vms/a1JVk000003nIV7MAM,2025-12-26
